url,character,full_description,clothing_description
https://finalfantasy.fandom.com/wiki,User:SilverCrono/Story/Datalog/Gin,"
Gin is a tall man, with a lean but strong and fast build. He has long, crimson hair that is pushed back from his forehead and falls down past his shoulder blades. On the left side of his face, one long set of bangs fall down, covering his ear. Gin has unsettling aquamarine eyes that seem to pierce into one's soul. He usually wears an amused smirk on his face, even when it doesn't seem like anything is funny. His eyes, much like [[User:SilverCrono/Crono|Crono Silverius']], are usually drooping or half-closed. However, instead of giving off a nonchalant, aloof air like Crono does, Gin's combination of a smirk and half-closed eyes radiate bloodlust and a savage nature.

Gin's primary attire is also the one he wears into battle. He wears jet black greaves and boots tucked into blue pants, and a jet black light chestplate. Over his armor, he wears a red, long-sleeved coat without a hood. 

His nickname ""The Crimson Death"" comes from his flowing red hair and his trademark red coat.

","He has long, crimson hair that is pushed back from his forehead and falls down past his shoulder blades. bangs unsettling aquamarine eyes that seem to pierce into one's soul His eyes, much like [[User:SilverCrono/Crono|Crono Silverius']] a smirk and half-closed eyes Gin's primary attire jet black greaves and boots tucked into blue pants a jet black light chestplate his armor a red, long-sleeved coat a hood his flowing red hair and his trademark red coat"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Terra Branford,"

Terra now wears her hair down and dons a pink, somewhat mediveal-style dress with off-the-shoulder sleeves. She also dons a silver belt with a red strip in the middle, and pinkish-red slippers.

","her hair a pink, somewhat mediveal-style dress with off-the-shoulder sleeves a silver belt with a red strip in the middle pinkish-red slippers"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Firion,"

Firion retains his bandana, only the design is a simpler white and black design color. He now wears a long-sleeved, light blue cheongsam top and black pants with open-toed, brown boots.

","his bandana a long-sleeved, light blue cheongsam top and black pants with open-toed, brown boots"
https://finalfantasy.fandom.com/wiki,User:WildRose18/Kodomotachi/Character: Uranus,"

Rani looks like a younger, white-haired version of [[Warrior of Light (Dissidia)|Akira Souma]], his ""father"". Only Rani wears a white haten and pale yellow hakama. He also sometimes wears gold or silver jewelry.

",gold or silver jewelry
https://finalfantasy.fandom.com/wiki,User:Armageddon11/Dissidia/Xepscern Highwind,"
Xepscern Highwind has a weird combination, in terms of style. The upper half is completely clad in armour, save for a small hole for vision. His armour classic attire for Baron Dragoons, with many dragons, and even some scales, etched everywhere. His legs, though also covered by armour, are manly covered by a plain white clothe, a sign of a high-ranking soldier in Baron. His spear belonged to his late-father, who died when he was on his first missions as a high-ranked Dragoon.

His alternative costume is him in his casual wear. He wears a dark blue t-shirt, dark denim jeans, and a red and black sweatshirt wrapped around his waist. His spear has been swapped for Thuree'wun's, except with a darker hue.

","armour His armour classic attire for Baron Dragoons, with many dragons, and even some scales, etched everywhere. armour His spear His alternative costume a dark blue t-shirt, dark denim jeans, and a red and black sweatshirt wrapped around his waist His spear"
https://finalfantasy.fandom.com/wiki,Rolan,"
Rolan appears as a young man with short silver-gray hair and blue-gray eyes. He wears a white top with red accents, red gloves and a red cravat. He has brown pants, white boots and a small gold crown on his head. When corrupted by darkness, his crown is very tall and he wears long black robes.

His animal form is a small silver-purple dog resembling a husky.

","short silver-gray hair and blue-gray eyes a white top with red accents, red gloves and a red cravat brown pants, white boots and a small gold crown on his head his crown long black robes"
https://finalfantasy.fandom.com/wiki,Adventurer (The 4 Heroes of Light),"
The Adventurer appears to have brown hair, but in fact has long silver hair and yellow eyes. She wears a red jacket with a blue sash around her waist and a disheveled red hat. Her head and lower face is covered in a brown scarf. She wears brown fingerless gloves. She has light purple boots and a large tan backpack with a sleeping bag wrapped up on top. She carries a sword in a blue sheath.

",brown hair long silver hair and yellow eyes a red jacket with a blue sash around her waist and a disheveled red hat a brown scarf brown fingerless gloves light purple boots and a large tan backpack with a sleeping bag wrapped up on top a sword a blue sheath
https://finalfantasy.fandom.com/wiki,Kotch,"
[[File:Kotch-ffvii-field.png|thumb|left|Field model in ''Final Fantasy VII''.]]
Kotch is a man with a slim and muscular build. He has dark skin, tall blond hair styled in a mohawk, and brown eyes hidden beneath a pair of sunglasses. He wears an unzipped red puffer vest, a black studded belt, blue jeans, and tall brown boots. He also wears a brown glove, a brown wristband, and a gold chain.

","tall blond hair styled in a mohawk, and brown eyes hidden beneath a pair of sunglasses an unzipped red puffer vest, a black studded belt, blue jeans, and tall brown boots a brown glove, a brown wristband, and a gold chain"
https://finalfantasy.fandom.com/wiki,User:Armageddon11/Characters/Avec Quartz in Dissidia,"
Avec in his default outfit wears a gauntlet on both of his wrists, with an additional pauldron on each shoulder. He wears a white top, which has a few small black dashes near the bottom that serve as buckles. He wears two belts, which hold his sword sheath, which is adorned with crystals and colored stripes. He wears light blue trousers and black boots underneath dark blue and grey leg armor.

Avec's first alternate costume '''Dark Invader''' has his outfit covered by a green bandit cloak, and with golden colored armor. His gauntlets, pauldrons and greaves have different designs. In Ex Mode the armor takes prominence by spawning talons and spreading across the entire outfit. His cloak becomes black.

","his default outfit a gauntlet on both of his wrists an additional pauldron on each shoulder a white top, which has a few small black dashes near the bottom that serve as buckles two belts, which hold his sword sheath, which is adorned with crystals and colored stripes light blue trousers and black boots underneath dark blue and grey leg armor Avec's first alternate costume '''Dark Invader''' his outfit covered by a green bandit cloak golden colored armor His gauntlets, pauldrons and greaves the armor talons the entire outfit His cloak"
https://finalfantasy.fandom.com/wiki,Papalymo Totolymo,"
[[File:Papalymo CG.png|thumb|Papalymo.]]
Papalymo is a Plainsfolk Lalafell of short and stout stature with fair skin, short blond hair, blue eyes, and pointed ears. He has the mark of an Archon on his neck and usually wears a dark robe with white trimmings and bright yellow gauntlets (a combination normally unfeasible for the player besides the purchasable Scion Thaumaturge gear), black and yellow gaskins, and black boots with [[coeurl]]-skin trimmings. He wears a black belt with pockets and a canteen, an aetheric contraption on his chest, and a monocle on his right eye. As a member of the Circle of Knowing, he bears its mark on his shoulder.

During his days incognito as a member of the [[Ala Mhigan Resistance]], Papalymo wore a concealing dark cowl and brown boots, retaining his yellow gauntlets but lacking the monocle.

","short blond hair, blue eyes a dark robe with white trimmings and bright yellow gauntlets ( the purchasable Scion Thaumaturge gear black boots with [[coeurl]]-skin trimmings a black belt with pockets and a canteen, an aetheric contraption on his chest a monocle on his right eye brown boots his yellow gauntlets the monocle"
